protid,DEFLINE,NN1,NN2,NN3,ON1,ON2,ON3,NO1,NO2,NO3,OO1,OO2,OO3
m.6161,Crk-like protein OS=Mus musculus GN=Crkl PE=1 SV=2,5,16,10,7,12,6,4,11,3,8,5,4
m.6190,Protein phosphatase 1 regulatory subunit 12A OS=Homo sapiens GN=PPP1R12A PE=1 SV=1,1,0,0,1,0,0,0,0,0,2,0,0
m.6193,Angiotensin-converting enzyme OS=Rattus norvegicus GN=Ace PE=2 SV=1,0,3,5,0,1,3,2,0,3,4,6,4
m.6201,Caspase-8 OS=Mus musculus GN=Casp8 PE=1 SV=1,1,0,1,3,1,0,0,0,0,0,0,0
m.6207,N-acetylglucosamine-6-sulfatase OS=Capra hircus GN=GNS PE=2 SV=1,11,11,3,13,9,4,5,9,1,7,3,4
m.6208,m.6208,4,8,11,2,1,5,0,1,0,0,0,0
m.621,m.621,10,16,6,3,13,7,4,0,8,6,6,6
m.12647,CUB and zona pellucida-like domain-containing protein 1 OS=Rattus norvegicus GN=Cuzd1 PE=2 SV=2,3,2,0,1,2,0,1,0,0,0,0,0
m.6212,WD repeat-containing protein 1 OS=Xenopus tropicalis GN=wdr1 PE=2 SV=1,60,143,89,105,119,106,92,95,153,90,98,101
m.6219,Dedicator of cytokinesis protein 1 OS=Homo sapiens GN=DOCK1 PE=1 SV=2,0,0,2,2,1,0,4,2,2,4,1,1
m.6235,Ubiquitin-associated protein 2-like OS=Mus musculus GN=Ubap2l PE=1 SV=1,7,2,4,5,0,1,6,3,1,3,5,4
m.6248,Cytadherence high molecular weight protein 2 OS=Crassostrea gigas GN=CGI_10027082 PE=4 SV=1,0,0,0,0,0,0,2,0,1,0,0,0
m.625,Fibrillin-3 OS=Homo sapiens GN=FBN3 PE=2 SV=3,1,2,2,0,2,2,0,1,0,0,0,0
m.6258,Mitochondrial enolase superfamily member 1 OS=Xenopus laevis GN=enosf1 PE=2 SV=1,4,2,8,3,3,2,0,9,1,3,1,2
m.6266,"Asparagine--tRNA ligase, cytoplasmic OS=Bos taurus GN=NARS PE=2 SV=3",25,34,79,55,57,55,73,38,46,70,62,64
m.6279,Predicted protein OS=Nematostella vectensis GN=v1g197473 PE=4 SV=1,0,1,0,0,0,0,0,0,0,0,0,0
m.628,Dual specificity mitogen-activated protein kinase kinase 1 (Fragment) OS=Serinus canaria GN=MAP2K1 PE=2 SV=1,1,5,3,6,6,3,3,2,6,1,2,1
m.12648,m.12648,12,10,17,9,12,7,7,9,4,5,3,5
m.6295,Predicted protein OS=Nematostella vectensis GN=v1g208975 PE=4 SV=1,0,0,0,1,2,2,0,1,0,0,0,0
m.6303,Ketohexokinase OS=Rattus norvegicus GN=Khk PE=1 SV=1,0,0,0,1,0,0,0,0,0,0,0,0
m.631,Centrin-3 OS=Homo sapiens GN=CETN3 PE=2 SV=2,1,0,0,2,1,1,3,1,0,1,2,2
m.6328,Retinol dehydrogenase 8 OS=Bos taurus GN=RDH8 PE=1 SV=1,0,1,0,0,0,1,9,0,0,6,7,6
m.6354,Ras-related protein Rap-1b OS=Xenopus tropicalis GN=rap1b PE=2 SV=1,8,7,4,5,7,3,10,4,2,13,13,14
m.6363,Cullin-associated NEDD8-dissociated protein 1 OS=Homo sapiens GN=CAND1 PE=1 SV=2,0,3,2,1,7,1,2,2,1,3,5,6
m.6399,Transcription factor RFX3 OS=Xenopus tropicalis GN=rfx3 PE=2 SV=2,0,0,0,0,0,0,0,0,0,1,0,0
m.6404,m.6404,0,1,0,0,1,1,0,3,0,0,0,0
m.1265,Protein mab-21-like 2 OS=Danio rerio GN=mab21l2 PE=2 SV=1,0,0,0,0,0,0,1,1,0,0,1,0
m.6410,Protein phosphatase 1J OS=Homo sapiens GN=PPM1J PE=1 SV=1,0,3,3,5,0,3,4,3,1,3,4,3
m.6414,Caprin-1 OS=Mus musculus GN=Caprin1 PE=1 SV=2,9,10,11,11,12,9,8,8,7,10,12,12
m.6434,Fibropellin-1 OS=Strongylocentrotus purpuratus GN=EGF1 PE=1 SV=2,0,0,0,32,0,0,24,0,6,0,9,0
m.6447,m.6447,1,0,2,1,0,0,0,0,0,0,0,0
m.6487,Major vault protein OS=Strongylocentrotus purpuratus GN=MVP PE=1 SV=1,0,0,0,3,1,0,0,3,0,0,0,0
m.6495,Zinc finger CCCH domain-containing protein 10 OS=Mus musculus GN=Zc3h10 PE=2 SV=1,3,4,1,4,3,4,5,4,1,6,4,4
m.6499,Heterogeneous nuclear ribonucleoprotein A1-like 2 OS=Homo sapiens GN=HNRNPA1L2 PE=2 SV=2,28,25,18,34,34,40,30,19,6,31,34,32
m.650,"Acyl-coenzyme A oxidase 2, peroxisomal OS=Arabidopsis thaliana GN=ACX2 PE=1 SV=2",2,6,0,7,3,2,5,4,2,6,6,3
m.6505,Nuclear autoantigenic sperm protein OS=Homo sapiens GN=NASP PE=1 SV=2,1,2,0,0,2,0,0,0,4,3,2,2
m.12662,Predicted protein OS=Nematostella vectensis GN=v1g218210 PE=4 SV=1,2,3,1,2,0,2,13,4,3,12,12,14
m.651,V-type proton ATPase subunit G OS=Manduca sexta PE=3 SV=1,17,14,24,20,16,27,18,16,22,16,23,27
m.6511,Microtubule-associated protein RP/EB family member 3 OS=Rattus norvegicus GN=Mapre3 PE=1 SV=1,36,53,37,38,34,40,43,31,26,42,40,45
m.6516,Seprase OS=Mus musculus GN=Fap PE=2 SV=1,2,3,0,1,3,0,0,0,0,0,0,0
m.6517,"Serine--tRNA ligase, cytoplasmic OS=Bos taurus GN=SARS PE=2 SV=3",22,74,41,50,70,39,47,36,18,53,46,47
m.6522,Thrombospondin-1 OS=Mus musculus GN=Thbs1 PE=1 SV=1,22,58,46,43,42,61,80,41,12,71,70,72
m.6525,UPF0687 protein C20orf27 homolog OS=Bos taurus PE=2 SV=1,0,0,0,0,0,0,0,0,0,0,2,3
m.6527,Laminin subunit alpha-2 OS=Mus musculus GN=Lama2 PE=1 SV=2,0,1,0,0,0,0,0,0,1,0,0,0
m.6554,Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1,19,43,37,44,47,39,56,23,34,51,38,27
m.6562,Vesicle-associated membrane protein 7 OS=Gallus gallus GN=VAMP7 PE=2 SV=1,0,0,2,3,0,0,2,1,0,4,0,2
m.6574,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 OS=Mus musculus GN=Rpn1 PE=2 SV=1,0,1,4,3,2,1,2,3,0,13,14,16
m.10146,Cytoplasmic protein NCK2 OS=Homo sapiens GN=NCK2 PE=1 SV=2,0,0,0,0,0,0,0,1,0,0,0,0
m.12663,MAM domain-containing glycosylphosphatidylinositol anchor protein 2 OS=Mus musculus GN=Mdga2 PE=1 SV=1,0,1,0,0,0,0,0,0,0,0,0,0
m.6599,m.6599,0,3,0,0,1,0,0,0,0,2,0,0
m.6618,Selenocysteine lyase OS=Bos taurus GN=SCLY PE=2 SV=1,0,0,0,0,0,0,1,0,0,0,0,0
m.6620,Titin OS=Homo sapiens GN=TTN PE=1 SV=4,36,16,27,17,12,21,22,9,30,10,8,6
m.6650,Ecdysteroid-regulated 16 kDa protein OS=Manduca sexta GN=ESR16 PE=2 SV=1,4,7,3,1,5,0,3,3,5,1,0,2
m.6654,Proteasome subunit alpha type-1 OS=Gallus gallus GN=PSMA1 PE=2 SV=2,5,7,2,6,6,9,6,7,11,4,7,6
m.6678,Neural-cadherin OS=Drosophila melanogaster GN=CadN PE=1 SV=2,13,11,3,11,13,1,12,12,11,5,7,8
m.6697,DNA-directed RNA polymerase II subunit RPB4 OS=Mus musculus GN=Polr2d PE=2 SV=2,0,1,0,0,0,0,0,0,0,0,0,0
m.6698,Cytosolic non-specific dipeptidase OS=Mus musculus GN=Cndp2 PE=1 SV=1,235,243,163,137,190,145,140,103,135,131,150,152
m.6700,Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform OS=Rattus norvegicus GN=Ppp2r2a PE=2 SV=1,0,1,0,1,1,0,1,0,1,0,0,0
m.12676,Thioredoxin-like protein 1 OS=Rattus norvegicus GN=Txnl1 PE=1 SV=3,2,3,3,4,1,1,4,2,3,3,1,3
m.6717,Protein PRRC1 OS=Homo sapiens GN=PRRC1 PE=1 SV=1,0,0,0,1,0,0,0,3,1,0,0,0
m.6735,Transcription elongation regulator 1 OS=Mus musculus GN=Tcerg1 PE=1 SV=2,0,0,1,0,0,3,0,2,0,0,1,1
m.6750,Protein usf OS=Aquifex pyrophilus GN=usf PE=4 SV=1,79,69,47,90,88,51,56,42,52,39,37,44
m.6751,WD repeat-containing protein 16 OS=Homo sapiens GN=WDR16 PE=1 SV=3,0,0,2,0,0,3,2,5,0,0,0,0
m.6756,Transmembrane protease serine 9 OS=Rattus norvegicus GN=Tmprss9 PE=3 SV=1,0,0,2,2,1,2,1,0,7,0,0,0
m.6764,m.6764,9,21,4,3,8,5,5,8,3,6,8,4
m.6795,"C-1-tetrahydrofolate synthase, cytoplasmic OS=Rattus norvegicus GN=Mthfd1 PE=1 SV=3",0,0,0,6,1,1,12,2,4,9,11,6
m.681,Filamin-A OS=Homo sapiens GN=FLNA PE=1 SV=4,172,257,265,228,240,222,326,175,328,311,309,308
m.12686,26S proteasome non-ATPase regulatory subunit 12 OS=Mus musculus GN=Psmd12 PE=1 SV=4,2,6,6,6,8,6,10,5,5,6,9,5
m.6816,Alcohol dehydrogenase [NADP(+)] A OS=Danio rerio GN=akr1a1a PE=2 SV=2,14,21,27,17,11,21,17,15,12,20,16,19
m.6817,Alcohol dehydrogenase [NADP(+)] OS=Sus scrofa GN=AKR1A1 PE=1 SV=2,0,5,7,2,2,3,6,0,10,3,3,1
m.6822,Argininosuccinate lyase OS=Lithobates catesbeiana GN=ASL PE=3 SV=1,0,2,1,1,3,1,0,1,0,5,3,5
m.6835,"Stomatin-like protein 2, mitochondrial OS=Homo sapiens GN=STOML2 PE=1 SV=1",7,12,1,13,13,4,15,11,2,20,14,14
m.6841,m.6841,0,0,1,0,1,0,2,5,2,2,0,0
m.6844,"Saccharopine dehydrogenase [NAD(+), L-lysine-forming] OS=Schizosaccharomyces pombe (strain 972 / ATCC 24843) GN=lys3 PE=1 SV=2",7,14,12,10,13,4,7,1,6,14,13,15
m.6854,Poly(U)-specific endoribonuclease-A OS=Xenopus laevis GN=endou-a PE=1 SV=1,2,0,2,2,1,1,1,1,1,2,2,2
m.12695,Ras GTPase-activating protein-binding protein 1 OS=Bos taurus GN=G3BP PE=2 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.6865,m.6865,0,0,0,1,0,0,0,1,1,1,2,0
m.6883,Dihydropyrimidinase OS=Rattus norvegicus GN=Dpys PE=1 SV=2,49,67,63,52,52,58,49,35,45,49,50,54
m.6935,Estradiol 17-beta-dehydrogenase 8 OS=Homo sapiens GN=HSD17B8 PE=1 SV=2,0,0,0,0,0,0,2,0,0,2,0,0
m.694,Zinc finger RNA-binding protein OS=Xenopus tropicalis GN=zfr PE=2 SV=1,1,4,14,4,2,11,3,9,6,9,7,9
m.6956,Probable thiopurine S-methyltransferase OS=Danio rerio GN=tpmt PE=2 SV=1,0,1,0,0,0,1,0,2,1,0,0,0
m.6968,Replication protein A 70 kDa DNA-binding subunit OS=Homo sapiens GN=RPA1 PE=1 SV=2,0,1,1,0,0,0,1,0,0,0,0,0
m.697,Transmembrane protein Tmp21 OS=Mesocricetus auratus GN=TMED10 PE=1 SV=1,0,0,0,0,0,0,1,1,1,1,0,0
m.6971,Four and a half LIM domains protein 2 OS=Rattus norvegicus GN=Fhl2 PE=1 SV=1,0,0,1,1,0,0,0,0,0,0,0,0
m.6975,Nuclear pore complex protein Nup50 OS=Mus musculus GN=Nup50 PE=1 SV=3,4,7,10,6,3,8,6,5,4,7,7,6
m.698,SAP domain-containing ribonucleoprotein OS=Mus musculus GN=Sarnp PE=2 SV=3,4,9,3,2,3,4,1,0,0,6,7,5
m.12698,40S ribosomal protein S19 OS=Branchiostoma belcheri GN=RPS19 PE=2 SV=1,32,17,23,37,24,20,20,11,8,23,23,26
m.6987,Dystrobrevin beta OS=Homo sapiens GN=DTNB PE=1 SV=1,0,2,2,1,0,2,2,2,1,3,0,0
m.6989,m.6989,0,3,0,0,0,0,0,0,0,0,0,0
m.6990,T-complex protein 1 subunit epsilon OS=Macaca fascicularis GN=CCT5 PE=2 SV=1,12,20,19,16,24,13,18,10,17,18,18,20
m.6992,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase OS=Lithobates catesbeiana PE=2 SV=1",0,0,0,0,0,0,3,0,1,0,0,0
m.7051,Neural cell adhesion molecule 1 OS=Mus musculus GN=Ncam1 PE=1 SV=3,0,6,31,0,4,73,4,0,0,4,3,4
m.707,Translocon-associated protein subunit alpha OS=Homo sapiens GN=SSR1 PE=1 SV=3,1,1,4,3,1,2,7,0,4,13,11,11
m.7103,Thimet oligopeptidase OS=Sus scrofa GN=THOP1 PE=2 SV=2,3,5,17,6,2,6,0,4,7,5,2,3
m.7107,m.7107,0,3,1,3,6,0,4,1,0,5,4,7
m.12707,m.12707,0,0,0,1,0,0,0,0,0,0,0,0
m.711,Chymotrypsin-like protease CTRL-1 OS=Homo sapiens GN=CTRL PE=2 SV=1,0,0,0,1,0,0,0,0,0,0,0,0
m.7111,"Serine/threonine-protein phosphatase PGAM5, mitochondrial OS=Danio rerio GN=pgam5 PE=2 SV=2",2,4,3,4,0,0,0,1,0,1,3,4
m.7115,Leucine-rich repeat-containing protein 16A OS=Homo sapiens GN=LRRC16A PE=1 SV=1,7,14,14,11,17,13,9,10,7,16,11,12
m.7131,Agrin OS=Homo sapiens GN=AGRN PE=1 SV=5,11,12,3,20,9,5,8,13,1,14,16,13
m.7138,Cytoplasmic FMR1-interacting protein 1 homolog OS=Danio rerio GN=cyfip1 PE=2 SV=1,0,0,0,1,0,0,0,0,0,2,0,1
m.7168,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 OS=Bos taurus GN=DDAH1 PE=1 SV=3",0,1,1,0,0,0,0,1,0,0,0,0
m.720,Dynein light chain roadblock-type 2 OS=Bos taurus GN=DYNLRB2 PE=3 SV=1,7,8,7,11,13,2,5,5,10,8,7,6
m.7201,Laminin subunit gamma-1 OS=Xenopus tropicalis GN=lamc1 PE=2 SV=1,1,0,0,1,0,0,0,0,0,0,0,0
m.7206,Neutral alpha-glucosidase AB OS=Mus musculus GN=Ganab PE=1 SV=1,21,21,9,13,14,7,19,18,14,26,32,27
m.721,Disco-interacting protein 2 homolog C OS=Homo sapiens GN=DIP2C PE=2 SV=2,3,0,0,1,2,0,2,4,0,1,2,0
m.12711,Xaa-Pro aminopeptidase 1 OS=Homo sapiens GN=XPNPEP1 PE=1 SV=3,19,22,6,12,13,5,17,15,20,21,14,10
m.7210,Agrin OS=Gallus gallus GN=AGRN PE=1 SV=3,2,4,3,4,1,1,4,5,2,5,6,5
m.7211,V-type proton ATPase 116 kDa subunit a isoform 1 OS=Mus musculus GN=Atp6v0a1 PE=1 SV=3,0,0,0,1,0,0,0,1,0,0,0,0
m.7240,Dysferlin OS=Homo sapiens GN=DYSF PE=1 SV=1,0,0,0,0,0,0,3,1,0,2,0,1
m.7242,m.7242,0,0,0,0,1,0,0,3,2,0,0,0
m.7249,Predicted protein OS=Nematostella vectensis GN=v1g211529 PE=4 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.725,"Dynein light chain 1, axonemal OS=Bos taurus GN=DNAL1 PE=2 SV=1",0,1,0,2,2,1,0,2,0,1,1,0
m.7276,Predicted protein OS=Nematostella vectensis GN=v1g218031 PE=4 SV=1,0,1,8,1,2,6,1,0,0,0,0,0
m.7285,Neurabin-1 OS=Rattus norvegicus GN=Ppp1r9a PE=1 SV=1,1,3,1,3,2,0,0,1,0,0,2,3
m.7288,"Pyruvate dehydrogenase E1 component subunit beta, mitochondrial OS=Mus musculus GN=Pdhb PE=1 SV=1",16,23,10,25,20,9,22,16,10,14,12,16
m.12713,Guanine nucleotide-binding protein subunit alpha-13 OS=Homo sapiens GN=GNA13 PE=1 SV=2,0,0,0,0,0,0,0,0,1,0,0,0
m.7296,Radixin OS=Mus musculus GN=Rdx PE=1 SV=3,118,193,246,257,217,296,163,152,170,134,119,122
m.7297,Ezrin OS=Bos taurus GN=EZR PE=1 SV=2,28,34,11,27,29,19,20,16,24,13,18,14
m.7317,Inverted formin-2 OS=Xenopus laevis GN=inf2 PE=2 SV=1,0,0,0,0,0,0,1,0,0,0,1,1
m.733,Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1,3,13,13,13,15,10,13,19,5,23,14,14
m.7348,Zonadhesin (Fragment) OS=Oryctolagus cuniculus GN=ZAN PE=2 SV=2,47,45,53,52,24,31,60,47,37,71,75,72
m.7372,Ran-binding protein 3 OS=Macaca fascicularis GN=RANBP3 PE=2 SV=1,2,1,0,0,0,1,0,0,0,3,3,2
m.7375,Collagen alpha-6(VI) chain OS=Homo sapiens GN=COL6A6 PE=1 SV=2,2,3,2,5,8,3,3,3,6,4,5,7
m.7382,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g99081 PE=4 SV=1,0,0,0,1,2,2,0,0,0,0,0,0
m.739,Carboxypeptidase D (Fragment) OS=Lophonetta specularioides GN=CPD PE=1 SV=1,1,2,4,1,0,1,2,0,2,0,0,0
m.12716,Lectin mal homologue (Fragment) OS=Microcystis aeruginosa GN=malh PE=4 SV=1,35,11,17,12,7,12,2,3,0,5,4,4
m.7417,Dual specificity mitogen-activated protein kinase kinase 6 OS=Homo sapiens GN=MAP2K6 PE=1 SV=1,0,0,0,0,1,0,0,0,0,1,1,2
m.7420,Hepatocyte nuclear factor 4-gamma OS=Homo sapiens GN=HNF4G PE=1 SV=3,1,0,0,0,0,0,2,0,0,3,2,1
m.7422,A disintegrin and metalloproteinase with thrombospondin motifs 18 OS=Mus musculus GN=Adamts18 PE=2 SV=2,0,0,0,0,1,0,0,0,0,0,0,0
m.7426,Sorting nexin-2 OS=Homo sapiens GN=SNX2 PE=1 SV=2,95,94,91,101,100,115,91,60,50,82,82,81
m.745,Actin-related protein 2/3 complex subunit 2 OS=Drosophila melanogaster GN=Arpc2 PE=2 SV=2,45,43,61,56,58,60,48,28,45,40,38,40
m.7457,Sorting nexin-12 OS=Homo sapiens GN=SNX12 PE=1 SV=3,18,20,23,23,19,28,15,17,11,22,20,20
m.7461,"Fumarate hydratase, mitochondrial OS=Danio rerio GN=fh PE=2 SV=1",34,68,48,44,73,54,36,22,47,44,47,46
m.7463,"Fumarate hydratase, mitochondrial OS=Mus musculus GN=Fh PE=1 SV=3",1,2,0,2,3,2,1,0,1,1,1,1
m.7469,NGFI-A-binding protein 2 OS=Mus musculus GN=Nab2 PE=1 SV=2,3,3,3,4,1,10,4,5,1,6,8,8
m.1272,Protein sidekick-1 OS=Gallus gallus GN=SDK1 PE=2 SV=1,1,11,0,0,7,0,0,3,0,0,0,0
m.7470,Ubiquitin fusion degradation protein 1 homolog OS=Homo sapiens GN=UFD1L PE=1 SV=3,0,0,2,3,1,1,1,0,1,1,0,0
m.750,L-fucose kinase OS=Homo sapiens GN=FUK PE=2 SV=2,0,1,5,0,4,1,1,4,0,0,0,0
m.7509,Apoptosis-inducing factor 2 OS=Taeniopygia guttata GN=AIFM2 PE=2 SV=1,3,7,4,10,4,9,13,8,9,6,6,6
m.7513,m.7513,21,21,0,51,14,0,0,0,0,0,0,0
m.753,"Agmatinase, mitochondrial OS=Gallus gallus GN=AGMAT PE=2 SV=1",26,23,6,15,21,7,18,9,18,17,19,20
m.7561,Calcium/calmodulin-dependent protein kinase type II subunit delta OS=Bos taurus GN=CAMK2D PE=2 SV=1,0,3,11,5,7,3,3,8,2,8,5,7
m.7582,Syntaxin-binding protein 1 OS=Gallus gallus GN=STXBP1 PE=2 SV=1,1,1,4,2,6,1,3,3,1,6,3,2
m.7588,Carboxypeptidase A2 OS=Homo sapiens GN=CPA2 PE=1 SV=3,2,8,6,9,8,12,5,5,3,4,0,1
m.10164,m.10164,1,1,1,1,1,0,0,1,0,1,0,0
m.12721,m.12721,0,0,0,0,0,0,0,2,0,3,4,4
m.7593,Vinexin OS=Homo sapiens GN=SORBS3 PE=1 SV=2,16,18,7,11,6,10,10,13,4,9,6,9
m.7602,m.7602,0,0,2,0,0,0,0,0,0,0,0,0
m.7612,Peroxidasin homolog OS=Homo sapiens GN=PXDN PE=1 SV=2,2,0,1,3,0,1,0,0,0,0,0,0
m.7626,Hexokinase-2 OS=Rattus norvegicus GN=Hk2 PE=1 SV=1,1,1,4,2,0,0,2,3,2,0,0,0
m.7628,Predicted protein (Fragment) OS=Nematostella vectensis GN=v1g52158 PE=4 SV=1,0,0,0,1,0,0,0,0,0,0,0,0
m.7637,Glutaredoxin OS=Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228) GN=grx PE=3 SV=1,6,5,4,6,7,7,3,2,1,6,4,3
m.7644,Squamous cell carcinoma antigen recognized by T-cells 3 OS=Homo sapiens GN=SART3 PE=1 SV=1,0,1,1,1,0,2,0,0,0,4,5,4
m.7647,Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD PE=1 SV=2,0,3,0,1,5,0,2,4,3,3,3,3
m.765,Mannan-binding lectin serine protease 1 OS=Rattus norvegicus GN=Masp1 PE=1 SV=2,1,6,1,5,2,0,2,3,1,2,0,1
m.12722,Protein Hook homolog 3 OS=Xenopus laevis GN=hook3 PE=2 SV=1,2,3,2,3,3,2,1,2,2,3,1,1
m.7660,3-oxoacyl-[acyl-carrier-protein] reductase FabG OS=Thermotoga maritima (strain ATCC 43589 / MSB8 / DSM 3109 / JCM 10099) GN=fabG PE=3 SV=1,2,7,5,1,13,4,7,15,1,14,12,14
m.7663,Cytoplasmic dynein 1 light intermediate chain 2 OS=Mus musculus GN=Dync1li2 PE=1 SV=2,6,13,12,13,10,10,21,12,9,17,16,18
m.7674,"Glutathione reductase, mitochondrial OS=Mus musculus GN=Gsr PE=1 SV=3",46,53,22,37,48,16,34,15,32,36,34,35
m.7675,Uncharacterized protein OS=Acaryochloris marina (strain MBIC 11017) GN=AM1_C0121 PE=4 SV=1,0,0,0,0,0,0,0,0,0,2,0,0
m.7691,D-arabinitol dehydrogenase 1 OS=Uromyces fabae GN=ARD1 PE=1 SV=1,0,1,0,0,1,0,0,0,1,0,0,0
m.772,Actin-related protein 3 OS=Rattus norvegicus GN=Actr3 PE=1 SV=1,16,34,41,41,61,33,38,65,50,40,42,40
m.7744,Predicted protein OS=Nematostella vectensis GN=v1g247020 PE=4 SV=1,21,14,22,28,5,16,14,15,2,8,6,8
m.7748,Flavin-containing monooxygenase FMO GS-OX3 OS=Arabidopsis thaliana GN=FMOGS-OX3 PE=2 SV=1,0,0,1,0,2,0,0,0,0,0,0,0
m.7751,Thrombospondin-2 OS=Bos taurus GN=THBS2 PE=2 SV=2,13,19,19,19,20,36,32,22,6,50,49,45
m.12725,"NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial OS=Pongo pygmaeus GN=NDUFV2 PE=2 SV=1",72,52,45,54,65,55,43,28,28,41,56,50
m.7753,SWI/SNF complex subunit SMARCC2 OS=Homo sapiens GN=SMARCC2 PE=1 SV=1,0,0,0,0,0,0,0,1,0,0,0,0
m.7770,Nuclear cap-binding protein subunit 1 OS=Homo sapiens GN=NCBP1 PE=1 SV=1,0,0,0,0,1,0,0,0,0,0,0,0
m.7798,Protein fem-1 homolog B OS=Gallus gallus GN=FEM1B PE=2 SV=1,1,1,1,2,1,1,2,2,0,0,1,2
m.7819,UDP-glucose:glycoprotein glucosyltransferase 2 OS=Homo sapiens GN=UGGT2 PE=1 SV=4,1,1,2,2,1,2,1,1,0,2,2,2
m.782,Arginine kinase OS=Anthopleura japonicus PE=1 SV=1,185,211,309,234,145,223,151,89,165,102,114,110
m.7823,Putative maltase-glucoamylase-like protein FLJ16351 OS=Homo sapiens PE=2 SV=1,0,5,1,0,2,0,1,0,1,0,0,0
m.7834,Dynactin subunit 1 OS=Xenopus laevis GN=dctn1 PE=2 SV=1,1,2,6,6,3,1,5,5,1,2,2,4
m.7836,S-adenosylmethionine synthase isoform type-1 OS=Homo sapiens GN=MAT1A PE=1 SV=2,6,6,7,5,6,10,5,6,4,3,6,5
m.784,Uncharacterized protein OS=Crassostrea gigas GN=CGI_10007637 PE=4 SV=1,5,5,6,6,1,6,2,0,3,0,0,0
m.12733,cGMP-dependent protein kinase 1 OS=Bos taurus GN=PRKG1 PE=1 SV=2,3,7,11,7,7,6,4,11,1,9,3,4
m.7885,6-hydroxy-D-nicotine oxidase OS=Arthrobacter oxydans PE=1 SV=2,0,0,0,0,0,0,0,0,0,0,0,1
m.789,Rho guanine nucleotide exchange factor 7 OS=Homo sapiens GN=ARHGEF7 PE=1 SV=2,0,0,1,1,1,2,0,3,0,0,0,0
m.79,Dystroglycan OS=Bos taurus GN=DAG1 PE=1 SV=1,0,0,3,1,0,0,6,0,1,0,0,0
m.7906,Rhs family protein OS=Salmonella enterica subsp. enterica serovar Muenchen str. baa1674 GN=SEEM1674_20224 PE=4 SV=1,0,0,0,0,1,0,0,0,0,0,0,0
m.791,m.791,0,0,0,0,1,0,0,0,0,1,2,3
m.7959,Receptor-type tyrosine-protein phosphatase S OS=Rattus norvegicus GN=Ptprs PE=1 SV=2,0,0,0,1,0,0,0,0,0,0,0,0
m.7974,m.7974,0,2,8,13,0,4,3,1,0,2,1,2
m.798,m.798,0,0,0,0,0,0,0,0,2,0,0,0
m.8003,Aldose 1-epimerase OS=Bos taurus GN=GALM PE=2 SV=1,90,90,73,53,83,66,57,20,48,66,54,53
m.12744,Alpha-L-fucosidase OS=Branchiostoma floridae GN=BRAFLDRAFT_56888 PE=3 SV=2,20,5,4,13,7,12,5,2,3,5,2,6
m.8017,Mucosa-associated lymphoid tissue lymphoma translocation protein 1 homolog OS=Mus musculus GN=Malt1 PE=1 SV=2,1,1,2,3,3,4,3,4,0,6,4,3
m.8022,GRIP and coiled-coil domain-containing protein 2 OS=Rattus norvegicus GN=Gcc2 PE=1 SV=1,0,1,0,1,0,0,0,0,1,0,0,0
m.8023,Coiled-coil domain-containing protein 91 OS=Rattus norvegicus GN=Ccdc91 PE=2 SV=1,0,1,0,0,0,0,0,0,0,2,2,1
m.8025,Transcription factor E2F5 OS=Homo sapiens GN=E2F5 PE=1 SV=1,0,0,0,1,0,0,0,0,0,0,0,0
m.8032,Predicted protein OS=Nematostella vectensis GN=v1g206837 PE=4 SV=1,1,3,7,2,3,6,0,0,0,0,0,0
m.8065,Gamma-1-syntrophin OS=Homo sapiens GN=SNTG1 PE=1 SV=1,0,0,0,0,0,0,0,0,3,0,0,1
m.809,Elongation factor 1-beta OS=Xenopus laevis GN=eef1b PE=1 SV=3,3,3,1,0,4,5,3,2,0,4,5,5
m.12749,Transcription factor BTF3 homolog 4 OS=Danio rerio GN=btf3l4 PE=2 SV=1,3,16,2,1,10,9,16,5,31,16,5,1
m.8138,Zinc finger FYVE domain-containing protein 16 OS=Mus musculus GN=Zfyve16 PE=1 SV=2,0,0,0,0,1,0,0,0,1,1,3,3
m.8149,L-ascorbate oxidase OS=Cucumis sativus PE=1 SV=1,1,0,0,0,2,0,2,0,5,6,2,2
m.816,Zinc metalloproteinase nas-4 OS=Caenorhabditis elegans GN=nas-4 PE=2 SV=4,0,0,0,0,0,1,0,0,0,0,0,0
m.8180,Alpha/beta hydrolase domain-containing protein 14B OS=Mus musculus GN=Abhd14b PE=2 SV=1,2,1,1,5,2,1,0,2,4,2,2,3
m.8207,m.8207,0,0,2,2,0,1,0,1,0,1,0,0
